LATITUDE,LONGITUDE,ADDRESS,ZIPCODE,SUBLOCALITY,TYPE,BEDS,BATH,PROPERTYSQFT,PRICE,BROKERTITLE,HOUSE_UNIT_LATLON_KEY,BOROUGH
40.6668174,-73.8499468,"151-35 84th Street #3M, Howard Beach",11414,Howard Beach,condo,2,2.0,2184.21,410000,Keystone Realty Usa Corp,151|3m|40.6668174|-73.8499468,Queens
40.8901764,-73.9146261,679 W 239th Street #5J,10463,Kingsbridge,condo,2,1.0,900.0,309900,Re/Max In The City,679|5j|40.8901764|-73.9146261,Bronx
40.8690609,-73.835715,2877 Ely Avenue,10469,Riverdale,house,3,2.0,1034.0,435000,Nareema Baksh Real Estate,2877||40.8690609|-73.835715,Bronx
40.785245,-73.8557,14-11 111th Street,11356,Flushing,house,3,3.0,2184.21,879000,Tiffany Moves You Inc,14||40.785245|-73.8557,Queens
40.8192151,-73.9544658,525 W 134th Street #2E,10031,Harlem,condo,3,1.0,622.0,325000,Keller Williams Realty Group,525|2e|40.8192151|-73.9544658,Manhattan
40.6502185,-74.0063562,453 42nd Street,11232,Sunset Park,house,16,8.0,2184.21,1195000,Legacy Estate Realty,453||40.6502185|-74.0063562,Brooklyn
40.7159669,-74.010573,160 Chambers Street Apt 4,10007,Tribeca,condo,3,2.0,2200.0,1900000,Myc & Associates Inc,160||40.7159669|-74.010573,Manhattan
40.7158631,-73.8843791,64-04 71st Street,11379,Flushing,house,3,2.0,2184.21,868000,Crifasi Real Estate Inc,64||40.7158631|-73.8843791,Queens
40.7885034,-73.8393008,"924 129th Street, College Point",11356,Flushing,house,7,4.0,2184.21,1770000,Winzone Realty Inc,924||40.7885034|-73.8393008,Queens
40.7253273,-73.8900898,"58-31 71st Street, Maspeth",11378,Elmhurst,house,5,3.0,1480.0,899000,O Kane Realty,58||40.7253273|-73.8900898,Queens
40.6900217,-73.945006,253 Tompkins Avenue #4B,11216,Bed-Stuy,condo,2,2.0,960.0,990000,Corcoran Soho,253|4b|40.6900217|-73.945006,Brooklyn
40.7396171,-73.8267571,138-38 63rd Avenue,11367,Sunnyside,house,3,3.0,2184.21,818000,Maureen Folan R E Group Llc,138||40.7396171|-73.8267571,Queens
40.726173,-73.8202303,144-28 72nd Road,11367,Sunnyside,house,4,2.0,2184.21,409000,Sowae Corp,144||40.726173|-73.8202303,Queens
40.574905,-74.0036857,3719 Mermaid Avenue #2B,11224,Coney Island,condo,3,2.0,1474.0,679000,Re Max Edge,3719|2b|40.574905|-74.0036857,Brooklyn
40.7199582,-73.8357232,72-81 113th Street #6C,11375,Fresh Meadows,condo,1,1.0,2184.21,259000,Douglas Elliman,72|6c|40.7199582|-73.8357232,Queens
40.6681319,-73.9948468,62 15th Street #15TH,11215,Park Slope,condo,6,3.0,2280.0,850000,Stone Hill Real Estate,62|15th|40.6681319|-73.9948468,Brooklyn
40.6233738,-74.1599502,79 Benjamin Drive,10303,Stapleton,house,2,2.0,953.0,495000,Re Max Real Estate Professionals,79||40.6233738|-74.1599502,Staten Island
40.660279,-73.978949,14 Prospect Park Southwest Apartment 39,11215,Flatbush,condo,2,1.0,800.0,825000,Remax Edge,14||40.660279|-73.978949,Brooklyn
40.7487647,-73.8834851,37-30 83rd Street #4E,11372,Jackson Heights,condo,4,2.0,1800.0,1075000,Douglas Elliman,37|4e|40.7487647|-73.8834851,Queens
40.9057349,-73.9111699,5501 Palisade Avenue #2,10471,Eastchester,condo,5,4.0,4000.0,1950000,Douglas Elliman,5501|2|40.9057349|-73.9111699,Bronx
40.5956171,-74.1144559,131 Cliffwood Avenue,10304,Mariner's Harbor,house,7,2.37,5130.0,6800000,"Robert Defalco Realty, Inc.",131||40.5956171|-74.1144559,Staten Island
40.8071701,-73.9668179,414 Riverside Drive,10025,Upper West Side,house,20,10.0,2184.21,7999000,Corcoran West Side,414||40.8071701|-73.9668179,Manhattan
40.7265287,-73.8933039,5715 69th Lane Apt 1,11378,Elmhurst,condo,2,2.0,900.0,578000,Tscherne Realty Inc,5715||40.7265287|-73.8933039,Queens
40.7620381,-73.9808958,135 W 52nd Street Ph 5,10019,Midtown West / Hell's Kitchen,house,5,4.0,4373.0,8995000,Compass,135||40.7620381|-73.9808958,Manhattan
40.6063017,-74.0157592,269 Bay 8th Street #2R,11228,Bath Beach,condo,3,2.0,1360.0,629000,Exp Realty Bkny,269|2r|40.6063017|-74.0157592,Brooklyn
40.6689793,-73.8476549,"149-30 88th Street #4D, Howard Beach",11414,Jamaica,condo,2,2.0,993.0,329900,Reony.Com Ltd,149|4d|40.6689793|-73.8476549,Queens
40.7892182,-73.7997874,162-15 14th Avenue,11357,Whitestone,house,4,4.0,2184.21,1788888,Keller Williams Rlty Landmark,162||40.7892182|-73.7997874,Queens
40.565557,-74.1329192,39 Rene Drive,10306,New Dorp,house,5,2.0,2184.0,899000,"Sari Kingsley, Real Estate",39||40.565557|-74.1329192,Staten Island
40.7696597,-73.962084,163 E 71st Street #1,10021,Upper East Side,condo,3,1.0,750.0,2150000,Brai,163|1|40.7696597|-73.962084,Manhattan
40.8964834,-73.899354,5040 Tibbett Avenue,10471,Eastchester,house,3,2.0,2905.0,1290000,Hollingsworth Real Estate Grou,5040||40.8964834|-73.899354,Bronx
40.8768714,-73.8742644,335 E 209th Street Apt 4,10467,Norwood,condo,1,1.0,2184.21,109000,Keller Williams City Views,335||40.8768714|-73.8742644,Bronx
40.5804254,-74.1110462,46 Lincoln Avenue,10306,New Dorp,house,6,3.0,1344.0,545000,"Robert Defalco Realty, Inc.",46||40.5804254|-74.1110462,Staten Island
40.8802558,-73.9168342,629 Kappock Street #2P,10463,Kingsbridge,condo,2,1.0,960.0,307000,Bhhs New York Properties,629|2p|40.8802558|-73.9168342,Bronx
40.726984,-73.9769367,189 Loisaida Avenue #9D,10009,East Village,condo,1,1.0,750.0,595000,Corcoran Park Avenue South,189|9d|40.726984|-73.9769367,Manhattan
40.5908557,-74.1037852,75 4 Corners Road,10304,Todt Hill,house,5,4.0,2452.0,1088888,Ashford Homes,75||40.5908557|-74.1037852,Staten Island
40.8697126,-73.8565137,1077 Adee Avenue,10469,Riverdale,house,3,2.0,1912.0,650000,Exp Realty,1077||40.8697126|-73.8565137,Bronx
40.599715,-73.995694,8699 Bay Parkway #16,11214,Bath Beach,condo,35,16.0,15000.0,4380000,Re Max Edge,8699|16|40.599715|-73.995694,Brooklyn
40.6778227,-73.8350282,109-42 Centreville Street,11417,Jamaica,house,5,3.0,1740.0,949999,Homesmart Premier Living Rlty,109||40.6778227|-73.8350282,Queens
40.8527278,-73.833506,2026 Mayflower Avenue,10461,Pelham Bay,house,4,2.0,1998.0,879000,Han Tang Realty Inc.,2026||40.8527278|-73.833506,Bronx
40.6085633,-73.7686771,"1358 Norton Drive, Far Rockaway",11691,Rockaway,house,6,4.0,2886.0,850000,Exp Realty,1358||40.6085633|-73.7686771,
40.6168668,-74.0380928,9437 Shore Road #1A,11209,Fort Hamilton,condo,2,2.0,1200.0,675000,Re Max Elite,9437|1a|40.6168668|-74.0380928,
40.6281757,-74.1797234,2701 Goethals Road N D7,10303,Stapleton,house,2,1.0,900.0,199000,Gillani Homes Inc.,2701||40.6281757|-74.1797234,Staten Island
40.7068323,-74.0083798,56 Pine Street #10E,10005,Financial District,condo,3,1.0,430.0,395000,Corcoran Park Avenue South,56|10e|40.7068323|-74.0083798,Manhattan
40.784673,-73.775263,18-05 215th Street #12H,11360,Murray Hill,condo,2,2.0,2184.21,368000,Keller Williams Legendary,18|12h|40.784673|-73.775263,Queens
40.5509337,-74.1745249,184 Lovelace Avenue,10312,Huguenot,house,5,2.0,2754.0,999999,Re/Max Edge,184||40.5509337|-74.1745249,Staten Island
40.8778771,-73.9188767,2287 Johnson Avenue #12B,10463,Kingsbridge,condo,1,1.0,782.0,374900,Re/Max In The City,2287|12b|40.8778771|-73.9188767,Bronx
40.7493341,-73.8834178,3730 83rd Street Apt 2H,11372,Jackson Heights,condo,2,1.0,2184.21,365000,Best Service Realty Corp.,3730||40.7493341|-73.8834178,Queens
40.7361176,-74.0064866,763 Greenwich Street,10014,West Village,house,5,2.37,2184.21,25500000,Sotheby'S International Realty,763||40.7361176|-74.0064866,Manhattan
40.8214661,-73.9132049,784 Elton Avenue,10451,Mott Haven,house,7,3.0,3036.0,999000,Station Cities,784||40.8214661|-73.9132049,Bronx
40.7291225,-73.8672746,62-72 Wetherole Street,11374,Rego Park,house,3,2.0,2184.21,825000,Keller Williams Rlty Landmark,62||40.7291225|-73.8672746,Queens
40.9086225,-73.9024315,6012 Delafield Avenue,10471,Eastchester,house,3,2.0,2184.21,889000,Trebach Realty Inc,6012||40.9086225|-73.9024315,Bronx
40.6189484,-74.1071576,1100 Clove Road #2D,10301,St. George,condo,2,1.0,789.0,225000,Ditommaso Real Estate,1100|2d|40.6189484|-74.1071576,Staten Island
40.5017889,-74.2393231,627 Rockaway Street,10307,Tottenville,house,2,2.0,2250.0,799500,Exp Realty,627||40.5017889|-74.2393231,Staten Island
40.6134102,-73.927727,1947 Hendrickson Street,11234,Flatlands,house,2,2.0,2184.21,779000,Coldwell Banker American Homes,1947||40.6134102|-73.927727,Brooklyn
40.6327207,-74.0236917,415 72nd Street,11209,Bay Ridge,house,7,2.0,3240.0,1880000,Winzone Realty Inc,415||40.6327207|-74.0236917,
40.819079,-73.944168,263 W 139th Street,10030,Harlem,house,5,2.37,5000.0,3000000,Compass,263||40.819079|-73.944168,Manhattan
40.8890266,-73.9131785,3901 Independence Avenue Apt 2N,10463,Riverdale,condo,3,2.0,2184.21,480000,Trebach Realty Inc,3901||40.8890266|-73.9131785,Bronx
40.7154424,-73.8098159,150-08 Grand Central Parkway,11432,Briarwood,house,4,3.0,2184.21,820000,Island Advantage Realty Llc,150||40.7154424|-73.8098159,Queens
40.7865407,-73.8018825,16034 Cross Island Parkway 6 202,11357,Whitestone,house,2,1.0,800.0,385000,New York Residential R E,16034||40.7865407|-73.8018825,Queens
40.6736664,-73.7504403,220-45 138th Avenue,11413,Jamaica,house,4,2.0,2184.21,709999,Jacobson Realty Ltd,220||40.6736664|-73.7504403,Queens
40.6785308,-73.8130811,"115-11 126th Street, South Ozone Park",11420,South Ozone Park,house,3,2.0,1500.0,699000,Exit Realty Prime,115||40.6785308|-73.8130811,Queens
40.5895025,-73.9579253,1220 Avenue Y,11235,Sheepshead Bay,house,3,2.0,1400.0,649000,Ilite Realty Inc,1220||40.5895025|-73.9579253,Brooklyn
40.5781324,-74.1603451,23 Arielle Lane,10314,Tottenville,house,3,2.37,1618.0,529000,Diane Realty Ltd.,23||40.5781324|-74.1603451,Staten Island
40.78987,-73.9483335,129 E 102nd Street #5B,10029,East Harlem,condo,2,1.0,750.0,325000,Exp Realty,129|5b|40.78987|-73.9483335,Manhattan
40.6123969,-73.9422162,1648 Marine Parkway,11234,Flatlands,house,3,1.0,1392.0,999000,Re Max Edge,1648||40.6123969|-73.9422162,Brooklyn
40.6845061,-73.7950299,114-48 148th Street,11436,Jamaica,house,3,2.37,1064.0,160000,Sowae Corp,114||40.6845061|-73.7950299,Queens
40.7069489,-74.0169068,70 Little W Street #26B,10004,Battery Park City,condo,3,3.0,1884.0,3895000,Harbor Properties International Llc,70|26b|40.7069489|-74.0169068,Manhattan
40.6938368,-73.9941354,114 Remsen Street,11201,Brooklyn Heights,house,1,1.0,2184.21,699000,Corcoran Brooklyn Heights,114||40.6938368|-73.9941354,Brooklyn
40.5755355,-73.9735905,"Brightwater Towers East, 501 Surf Avenue #18F",11224,Coney Island,condo,3,2.0,1165.0,615000,J. Sikar Realty,|18f|40.5755355|-73.9735905,Brooklyn
40.8224877,-73.8109803,12 Edgewater Park,10465,Throgs Neck,house,2,1.0,800.0,249000,Joyce Realty,12||40.8224877|-73.8109803,Bronx
40.6021136,-73.9764056,1867 W 4th Street,11223,Gravesend,house,3,2.0,1998.0,1290000,Exp Realty,1867||40.6021136|-73.9764056,Brooklyn
40.5382166,-74.2235176,18 Salamander Ct,10309,Mid-Island,house,4,2.0,2375.0,850000,Mak Estates,18||40.5382166|-74.2235176,Staten Island
40.627807,-74.11527,111 E Raleigh Avenue,10310,South Beach,house,3,2.0,1140.0,588000,"Robert Defalco Realty, Inc.",111||40.627807|-74.11527,Staten Island
40.7143213,-73.85144,69-55 Kessel Street,11375,Forest Hills,house,4,2.0,2184.21,1790000,Century Homes Realty Group Llc,69||40.7143213|-73.85144,Queens
40.7579132,-73.8760761,32-27 92nd Street,11369,Jackson Heights,house,9,3.0,2184.21,1175000,Best American Homes Inc,32||40.7579132|-73.8760761,Queens
40.8454504,-73.81776,1523 Bayview Avenue,10465,Pelham Bay,house,4,2.0,2184.21,579000,Douglas Elliman,1523||40.8454504|-73.81776,Bronx
40.8789773,-73.916004,601 Kappock Street #3N,10463,Spuyten Duyvil,condo,1,1.0,850.0,249000,"Robert E. Hill, Inc.",601|3n|40.8789773|-73.916004,Bronx
40.7754585,-73.8125494,15106 25th Avenue,11357,Whitestone,house,3,2.0,3600.0,2480000,United Realty Associates,15106||40.7754585|-73.8125494,Queens
40.8614806,-73.8513941,2415 Throop Avenue,10469,Riverdale,house,4,3.0,2270.0,999000,Elite Real Estate Group 1 Llc,2415||40.8614806|-73.8513941,Bronx
40.7115099,-73.82872,"12335 82nd Road Apt 7h, Kew Gardens",11415,Kew Gardens,condo,1,1.0,750.0,228500,Keller Williams Realty Liberty,12335||40.7115099|-73.82872,Queens
40.783465,-73.7990603,164- 11 Willets Point Boulevard #2,11357,Whitestone,condo,2,1.0,2184.21,305000,Keller Williams Rlty Landmark,164|2|40.783465|-73.7990603,Queens
40.8082664,-73.9550742,344 W 121st Street,10027,Harlem,house,6,2.0,3600.0,1500000,Hudson Group Realty Network Inc,344||40.8082664|-73.9550742,Manhattan
40.6308436,-74.1204059,126 Elizabeth Street,10310,West Brighton,house,4,3.0,2185.0,778000,American Homes Group,126||40.6308436|-74.1204059,Staten Island
40.7907048,-73.8110968,151-23 12th Road,11357,Whitestone,house,3,2.0,1320.0,850000,E Realty International Corp,151||40.7907048|-73.8110968,Queens
40.6274951,-73.915694,1126 E 73rd Street,11234,Canarsie,house,3,3.0,2184.21,428000,Cross Country Realty,1126||40.6274951|-73.915694,Brooklyn
40.77172,-73.9467052,45 East End Avenue #5E,10028,Upper East Side,condo,1,1.0,2184.21,639000,Elegran Real Estate And Development,45|5e|40.77172|-73.9467052,Manhattan
40.6226706,-73.9327329,4408 Flatlands Avenue,11234,Flatlands,house,3,2.0,2184.21,835000,5 Boro Realty Corp,4408||40.6226706|-73.9327329,Brooklyn
40.7756208,-73.7758933,28-39 213th Street,11360,Bayside,house,3,2.0,1560.0,1250000,Douglas Elliman,28||40.7756208|-73.7758933,Queens
40.633504,-74.034181,68 74th Street,11209,Bay Ridge,house,5,3.0,2160.0,1695000,Remax Edge,68||40.633504|-74.034181,
40.6958663,-73.7450046,11718 Nashville Boulevard,11411,Jamaica,house,4,2.0,1440.0,502900,Realhome Services & Solutions,11718||40.6958663|-73.7450046,Queens
40.8547724,-73.8583315,2119 Lurting Avenue,10461,Belmont,house,4,2.0,1420.0,749000,Giner Real Estate Inc.,2119||40.8547724|-73.8583315,Bronx
40.5952037,-73.7634372,"216 B 31st Street, Far Rockaway",11691,Rockaway,house,5,2.0,2248.0,529000,Japhomes Inc,216||40.5952037|-73.7634372,
40.727192,-73.883684,76-22 57th Road,11379,Elmhurst,house,2,2.0,2184.21,705000,Metro Net Realty Llc,76||40.727192|-73.883684,Queens
40.7662222,-73.9516342,535 E 72nd Street #4A,10021,Upper East Side,condo,1,1.0,2184.21,549000,Sotheby'S International Realty,535|4a|40.7662222|-73.9516342,Manhattan
40.8814635,-73.8671293,3650 Bronx Boulevard,10467,Baychester,house,3,2.37,48000.0,7200000,Andrew Lichtenstein Inc,3650||40.8814635|-73.8671293,Bronx
40.7517899,-73.88467,3535 82nd Street Apt 24,11372,Jackson Heights,condo,2,1.0,745.0,335000,Exp Realty,3535||40.7517899|-73.88467,Queens
40.5853206,-73.8221893,"312F Beach 101st Street, Rockaway Park",11694,Rockaway Park,house,3,2.0,2184.21,599000,Coldwell Banker American Homes,312f||40.5853206|-73.8221893,
40.560143,-74.1854357,306 Ilyssa Way,10312,Huguenot,house,1,2.0,1059.0,334999,Matias Real Estate,306||40.560143|-74.1854357,Staten Island
40.883124,-73.9164633,3001 Henry Hudson Parkway,10463,Kingsbridge,house,1,1.0,2184.21,295000,Trebach Realty Inc,3001||40.883124|-73.9164633,Bronx
40.824234,-73.84638,815 Havemeyer Avenue,10473,East Bronx,house,3,2.0,2184.21,560000,Simplon Enterprises Inc,815||40.824234|-73.84638,Bronx
40.6131995,-73.9019711,6911 Avenue Y,11234,Mill Basin,house,3,2.0,2279.0,799000,Bergen Basin Realty,6911||40.6131995|-73.9019711,Brooklyn
40.6873745,-73.9264057,782 Madison Street #1A,11221,Bedford-Stuyvesant,condo,3,2.0,1046.0,720000,Compass,782|1a|40.6873745|-73.9264057,Brooklyn
40.5523555,-74.1450647,3747 Amboy Road #2A,10308,St. George,condo,1,1.0,750.0,249999,Red Door Realty Group,3747|2a|40.5523555|-74.1450647,Staten Island
40.6699378,-73.8213422,135-20 Lefferts Boulevard,11420,Jamaica,house,3,2.0,2184.21,850000,La Rosa Realty New York Llc,135||40.6699378|-73.8213422,Queens
40.5931071,-73.9753582,457 Van Sicklen Street,11223,Gravesend,house,3,2.0,2184.21,750000,Re Max Real Estate Professionals,457||40.5931071|-73.9753582,Brooklyn
40.679665,-73.8819497,198 Shepherd Avenue,11208,East New York,house,5,2.37,2184.21,625000,Genstone Properties,198||40.679665|-73.8819497,Brooklyn
40.7452362,-73.7204545,76-18 251st Street,11426,Jamaica,house,2,2.0,896.0,650000,Nyc Elite Homes Inc,76||40.7452362|-73.7204545,Queens
40.808933,-73.940052,2099 5th Avenue,10035,Harlem,house,9,6.0,5939.0,4845000,Christie'S Int.Real Estate Group,2099||40.808933|-73.940052,Manhattan
40.7657861,-73.9842196,305 W 55th Street #2A,10019,Midtown West / Hell's Kitchen,condo,1,1.0,2184.21,580000,Compass,305|2a|40.7657861|-73.9842196,Manhattan
40.7462427,-73.8259167,57-5 Main Street #1602,10044,Roosevelt Island,condo,2,2.0,2184.21,887785,Corcoran East Side,57|1602|40.7462427|-73.8259167,Manhattan
40.5925315,-73.9574046,2362 E 13th Street #2B,11229,Midwood,condo,3,1.0,701.0,499999,Re Max Real Estate Professionals,2362|2b|40.5925315|-73.9574046,
40.84296,-73.8312695,1527 Gillespie Avenue #1A,10461,Belmont,condo,4,2.0,1348.0,599000,Ardebili Michael,1527|1a|40.84296|-73.8312695,Bronx
40.6841571,-73.8820567,48 Highland Place,11208,East New York,house,5,4.0,2169.0,1149000,Douglas Elliman,48||40.6841571|-73.8820567,Brooklyn
40.5945187,-74.0904783,4 Minna Street,10304,Mariner's Harbor,house,4,2.37,2400.0,988000,Momentum Real Estate Llc,4||40.5945187|-74.0904783,Staten Island
40.5496155,-74.1391082,187 Greencroft Avenue,10308,St. George,house,4,2.0,1884.0,764600,Realhome Services & Solutions,187||40.5496155|-74.1391082,Staten Island
40.745068,-73.949763,1125 47th Avenue Apt 1,11101,Long Island City,condo,1,1.0,2184.21,699900,Prince & Associates Realty Grp,1125||40.745068|-73.949763,Queens
40.6729621,-73.9751283,769 Carroll Street,11215,Park Slope,house,5,4.0,4296.0,5495000,"Garfield, Leslie J. & Co., Inc.",769||40.6729621|-73.9751283,Brooklyn
40.7924222,-73.8260759,"144-46 Boulevard, Malba",11357,Whitestone,house,5,6.0,7723.0,3900000,Winzone Realty Inc,144||40.7924222|-73.8260759,Queens
40.7617289,-73.9502411,531 Main Street #520,10044,Roosevelt Island,condo,2,2.0,2184.21,999000,Brown Harris Stevens,531|520|40.7617289|-73.9502411,Manhattan
40.6919769,-73.9967879,48 Garden Place,11201,Brooklyn Heights,house,7,4.0,5100.0,10495000,Compass,48||40.6919769|-73.9967879,Brooklyn
40.7511899,-73.90201,"6011 Broadway Apt L5, Woodside",11377,Jackson Heights,condo,3,1.0,2184.21,188000,Keller Williams Realty Greater Nassau,6011||40.7511899|-73.90201,Queens
40.5527401,-74.1995549,40 Bunnell Ct,10312,Huguenot,house,3,2.0,1232.0,499900,"Robert Defalco Realty, Inc.",40||40.5527401|-74.1995549,Staten Island
40.7863158,-73.9702042,28 W 87th Street #4A,10024,Upper West Side,condo,1,1.0,2184.21,545000,Compass,28|4a|40.7863158|-73.9702042,Manhattan
40.7135957,-73.8863491,6641 69th Street # P-1,11379,Flushing,condo,2,2.0,2184.21,705000,Asimina Perikleous,6641|p-1|40.7135957|-73.8863491,Queens
40.7445255,-73.7137434,257-03 80th Avenue,11004,Bellerose,house,4,4.0,2184.21,1289000,Re/Max Team,257||40.7445255|-73.7137434,
40.7317199,-73.90176,"6219 53rd Avenue Apt 3p, Maspeth",11378,Maspeth,condo,2,1.0,2184.21,389000,Sold By Bart R E Partners Inc,6219||40.7317199|-73.90176,Queens
40.6397364,-74.0186847,414 61st Street #4A,11220,Sunset Park,condo,2,1.0,2184.21,350000,Homedax Real Estate Llc,414|4a|40.6397364|-74.0186847,
40.8153693,-73.9384161,48 W 138th Street #6F,10037,Harlem,condo,3,1.0,2184.21,295000,Corcoran Soho,48|6f|40.8153693|-73.9384161,Manhattan
40.7093093,-73.8548324,88-04 69th Road,11375,Fresh Meadows,house,4,3.0,2184.21,918000,Skylimit Realty Group,88||40.7093093|-73.8548324,Queens
40.7196606,-73.8507871,100-05 69th Avenue,11375,Fresh Meadows,house,4,3.0,3176.0,1799000,Exp Realty,100||40.7196606|-73.8507871,Queens
40.5927382,-73.9536851,2374 E 17th Street,11229,Sheepshead Bay,house,4,2.0,1827.0,989000,Re Max Edge,2374||40.5927382|-73.9536851,
40.5960203,-74.0673498,146 Cedar Avenue,10305,Port Richmond,house,5,2.0,2144.0,890000,Re/Max Real Estate Professionals,146||40.5960203|-74.0673498,Staten Island
40.8480712,-73.7861809,152 Tier Street,10464,City Island,house,2,2.0,1164.0,469888,Cohen And Cohen Consulting,152||40.8480712|-73.7861809,Bronx
40.8255972,-73.9529963,655 Riverside Drive #5A,10031,Hamilton Heights,condo,2,1.0,2184.21,310000,Ubiq,655|5a|40.8255972|-73.9529963,Manhattan
40.788879,-73.9794905,335 W 85th Street #4A,10024,Upper West Side,condo,1,1.0,2184.21,479000,Brown Harris Stevens,335|4a|40.788879|-73.9794905,Manhattan
40.7848355,-73.8276854,141-03 15th Avenue,11357,Whitestone,house,4,3.0,2184.21,1290000,Winzone Realty Inc,141||40.7848355|-73.8276854,Queens
40.6781953,-73.9702616,189 Prospect Place #1,11238,Park Slope,condo,3,4.0,3376.0,4250000,Compass,189|1|40.6781953|-73.9702616,Brooklyn
40.6820656,-73.9903833,413 Degraw Street,11217,Park Slope,house,4,2.37,3700.0,7400000,Compass,413||40.6820656|-73.9903833,Brooklyn
40.7523748,-73.7900912,46-2 190th Street,11358,Flushing,house,3,2.0,2184.21,899000,Compass,46||40.7523748|-73.7900912,Queens
40.7420282,-73.9997276,245 W 18th Street,10011,Chelsea,house,2,2.0,5834.0,16500000,Douglas Elliman,245||40.7420282|-73.9997276,Manhattan
40.8224429,-73.8109606,3 Edgewater Park #3A,10465,Throgs Neck,condo,3,2.0,1300.0,659000,Joyce Realty,3|3a|40.8224429|-73.8109606,Bronx
40.6529502,-73.8400922,"162-31 91st Street, Howard Beach",11414,Jamaica,house,5,3.0,2184.21,1150000,Fave Realty Inc,162||40.6529502|-73.8400922,Queens
40.6601399,-73.9354891,752 Rutland Road,11203,Flatbush,house,5,2.0,2184.21,499000,Sowae Corp,752||40.6601399|-73.9354891,Brooklyn
40.5582278,-74.1173549,480 Lynn Street,10306,New Dorp,house,3,2.0,1476.0,725000,Landmark Realty,480||40.5582278|-74.1173549,Staten Island
40.7459681,-73.7331069,24010A Oak Park Drive # 23A,11362,Douglaston,condo,3,2.0,2184.21,929000,Century Homes Realty Group Llc,24010a|23a|40.7459681|-73.7331069,Queens
40.7564761,-73.7212008,27110 Grand Central Parkway #22N,11005,Glen Oaks,condo,2,2.0,1600.0,629000,Magic Of Great Neck Realty Inc,27110|22n|40.7564761|-73.7212008,
40.6384738,-74.1714633,72 Holland Avenue,10303,Stapleton,house,3,1.0,1428.0,285000,"Robert Defalco Realty, Inc.",72||40.6384738|-74.1714633,Staten Island
40.7758184,-73.907993,21-48 35th Street #5B,11105,Astoria,condo,2,1.0,2184.21,315000,Nexthome Empire,21|5b|40.7758184|-73.907993,Queens
40.7616652,-73.826414,142-18 38th Avenue #7D,11354,Flushing,condo,2,2.0,824.0,698000,E Realty International Corp,142|7d|40.7616652|-73.826414,Queens
40.7299635,-73.7195673,87-01 Commonwealth Boulevard,11426,Jamaica,house,4,3.0,2184.21,849000,S H V Real Estate Corp,87||40.7299635|-73.7195673,Queens
40.8685757,-73.9220436,642 W 207th Street,10034,Inwood,house,6,4.0,4900.0,1775000,Compass,642||40.8685757|-73.9220436,Manhattan
40.7750748,-73.9496097,420 E 84th Street,10028,Upper East Side,house,4,2.0,2160.0,3850000,Sotheby'S International Realty,420||40.7750748|-73.9496097,Manhattan
40.709894,-74.017865,377 Rector Place,10280,Battery Park City,house,5,4.0,3180.0,4500000,Brown Harris Stevens,377||40.709894|-74.017865,
40.8285177,-73.8155198,659 Wilcox Avenue,10465,Pelham Bay,house,2,2.0,988.0,465000,Elite Real Estate Group 1 Llc,659||40.8285177|-73.8155198,Bronx
40.5873346,-74.1553517,25 Copley Street,10314,Tottenville,house,4,2.0,2280.0,869900,Wonica Realtors & Appraisers,25||40.5873346|-74.1553517,Staten Island
40.8665092,-73.8574012,2728 Hone Avenue,10469,Riverdale,house,3,2.37,2034.0,699000,Besmatch Real Estate,2728||40.8665092|-73.8574012,Bronx
40.5593089,-74.1264964,310 Montreal Avenue,10306,New Dorp,house,3,2.0,864.0,799000,Ditommaso Real Estate,310||40.5593089|-74.1264964,Staten Island
40.7255887,-73.8589005,65-50 Wetherole Street,11374,Rego Park,house,1,1.0,2184.21,290000,Great Riches Realty,65||40.7255887|-73.8589005,Queens
40.8965002,-73.8585406,627 E 236th Street,10466,Wakefield,house,5,3.0,2076.0,575000,Keller Williams Realty Group,627||40.8965002|-73.8585406,Bronx
40.6339137,-73.9982004,1158 54th Street,11219,Sunset Park,house,5,3.0,2472.0,500000,Blue Sky Realty Group Llc,1158||40.6339137|-73.9982004,
40.6126355,-73.909459,2317 E 63rd Street,11234,Mill Basin,house,3,5.0,4600.0,2750000,Diamond Real Inc,2317||40.6126355|-73.909459,Brooklyn
40.8525968,-73.9352912,69 Bennett Avenue Apt 509,10033,Washington Heights,condo,2,1.0,766.0,495000,Keller Williams Nyc,69||40.8525968|-73.9352912,Manhattan
40.545515,-74.156447,158 Cloverdale Avenue,10308,St. George,house,4,4.0,2279.0,1199000,Pemberley Estates Inc.,158||40.545515|-74.156447,Staten Island
40.8818819,-73.921791,2575 Palisade Avenue #1L,10463,Kingsbridge,condo,3,2.0,1500.0,605000,Brown Harris Stevens,2575|1l|40.8818819|-73.921791,Bronx
40.6487997,-74.0024232,611 41st Street,11232,Sunset Park,house,2,1.0,2184.21,550000,Compass,611||40.6487997|-74.0024232,Brooklyn
40.7693375,-73.7854318,32-50 204th Street,11361,Bayside,house,3,2.0,1065.0,768000,Direct Access Real Estate Inc,32||40.7693375|-73.7854318,Queens
40.7019735,-73.9869044,100 Jay Street #16A,11201,DUMBO,condo,3,2.0,1711.0,2099000,Sotheby'S International Realty,100|16a|40.7019735|-73.9869044,Brooklyn
